date,headline,source,summary,directional_sentiment
2025-06-18,The Best Trillion-Dollar Stock to Buy Right Now? Wall Street Has a Clear Answer for Investors.,Yahoo,Target prices set by Wall Street analysts imply Nvidia is the best trillion-dollar stock to buy right now.  Nvidia reported strong first-quarter financial results despite headwinds related to export restrictions.  Nvidia stock trades at a very reasonable valuation compared to Wall Street’s forward earnings forecast.,0
2025-06-19,What Drives Stock Outperformance?,Yahoo,"Finding big-time winners is much easier said than done, but investors can still deploy a basic framework that puts them on the path to reaping outsized returns.",0
2025-06-19,Marvell Technology Raises Its Custom AI Chip Prospects,Yahoo,Marvell stock jumped after the chipmaker increased its addressable market for custom chips for artificial intelligence applications.,0
2025-06-19,Move Over Nvidia. This AI Juggernaut Really Wows Wall Street.,Yahoo,"Outshining Magnificent Seven stocks Nvidia and Meta Platforms, artificial intelligence powerhouse Broadcom dominated the latest list of new buys by the best mutual funds. Broadcom stock raked in $24.49 billion from these leading money managers.",1
2025-06-19,The Stock Market Doesnt Care About The Israel-Iran War (Unless This One Thing Happens),SeekingAlpha,"Discover how geopolitical turmoil impacts markets, uncover a potential black swan event, and explore expert insights on current market trends. Click for more.",0
2025-06-20,Synopsys Establishes PCIe 6.x Compatibility with Broadcom (AVGO) Switch,Yahoo,"Broadcom Inc. (NASDAQ:AVGO) is one of the best stocks to buy. On June 11, software giant Synopsys, Inc. (NASDAQ:SNPS) reported seamless compatibility between its PCIe 6.x IP and Broadcom’s PEX90000 series switch. The demonstration, operating at 64 GT/s, showcases compatibility between the two companies’ PCIe 6.x technologies, which are designed for high-performance computing and AI […]",1
2025-06-20,Trump-Musk Drama Costs Tesla,Yahoo,"Stacey Vanek Smith, co-host of Everybodys Business, joins Ricky for a look at the tough job market facing college grads.  To catch full episodes of all The Motley Fools free podcasts, check out our podcast center.",0
2025-06-20,Stocks Erase Early Gains on Weakness in Chip Makers,Yahoo,"The S&P 500 Index ($SPX ) (SPY ) today is down -0.26%, the Dow Jones Industrials Index ($DOWI ) (DIA ) is up +0.09%, and the Nasdaq 100 Index ($IUXX ) (QQQ ) is down -0.59%. September E-mini S&P futures (ESU25 ) are down -0.16%, and September E-mini Nasdaq futures...",-1
2025-06-20,15 AI stocks to watch outside of the Magnificent 7,Yahoo,"Some investors may be wondering if they missed out on Nvidias (NVDA) artificial intelligence (AI) run. Futurum CEO Daniel Newman joins Morning Brief to highlight 15 alternative AI plays, including Broadcom (AVGO), Palantir (PLTR), and Oracle (ORCL), that could benefit from the next wave of custom chip demand. To watch more expert insights and analysis on the latest market action, check out more Morning Brief here.",1
2025-06-21,"Nvidia, AI Chip Stocks Pull Back As Investors Turn Cautious",Yahoo,Semiconductor stocks tied to the AI megatrend dipped on Friday as the second quarter nears its end. Nvidia stock was among the decliners.,-1
2025-06-21,"Markets mixed, chip stocks fall, meme stocks: Market Takeaways",Yahoo,"US stocks (^DJI, ^IXIC, ^GSPC) ended Fridays session mixed. Yahoo Finance Markets and Data Editor Jared Blikre outlines some takeaways of the trading day, including equity market weakness, chip stock moves, and the rise of meme stocks. To watch more expert insights and analysis on the latest market action, check out more Asking for a Trend here.",-1
2025-06-22,10 No-Brainer Artificial Intelligence (AI) Stocks to Buy Right Now,Yahoo,"Nvidia, AMD, Broadcom, TSMC, and ASML are all strong plays on expanding AI infrastructure.  Amazon, Alphabet, and Meta Platforms are three tech titans set to benefit from AI.  Palantir and Salesforce are two leading software companies that have big AI opportunities ahead.",1
2025-06-23,Astera Labs AI Infrastructure Demand Accelerates: More Upside Ahead?,Yahoo,ALAB stock rises 26.2% in three months as AI interconnect demand and first-mover innovations boost its 2025 outlook.,0
2025-06-24,"Buy Broadcom Stock, HSBC Says. Its AI Chip Prospects Are Improving.",Yahoo,"Broadcom  stock is an attractive buying opportunity, even after its rally this year, according to HSBC.  On Tuesday, analyst Frank Lee raised his rating for the company’s stock to Buy from Hold and increased his price target to $400 from $240.  Broadcom’s semiconductors compete in several categories, including networking, broadband, server storage, wireless, and industrial.",1
2025-06-24,Stocks Rally on a Tentative Ceasefire in the Israel-Iran War,Yahoo,"The S&P 500 Index ($SPX ) (SPY ) today is up +0.85%, the Dow Jones Industrials Index ($DOWI ) (DIA ) is up +0.89%, and the Nasdaq 100 Index ($IUXX ) (QQQ ) is up +1.10%. September E-mini S&P futures (ESU25 ) are up +0.80%, and September E-mini Nasdaq futures...",0
2025-06-24,Why Synaptics Is A Long-Term Stock To Hold,SeekingAlpha,"Synaptics is a good stock to own, given ongoing IoT momentum and expected rebounds in automotive and PC segments. Read the full analysis here.",0
2025-06-24,"Broadcom Unveils VMware Cloud Foundation 9.0, Revolutionizes Private Cloud for AI Applications",Yahoo,"Broadcom Inc. (NASDAQ:AVGO) is one of the best QQQ stocks to buy according to hedge funds. On June 17, Broadcom announced the general availability of VMware Cloud Foundation/VCF 9.0, which marked a significant advancement in its private cloud platform. VCF 9.0 aims to provide a consistent operating model across data centers, edge environments, and managed cloud […]",1
2025-06-24,Email Encryption Market worth $23.33 billion by 2030- Exclusive Report by MarketsandMarkets™,Yahoo,"The Email Encryption Market is projected to reach USD 23.33 billion by 2030 (forecast year) from USD 9.30 billion in 2025 (estimated year), at a CAGR of 20.2% during 2025–2030, according to a new report by MarketsandMarkets™.",0
2025-06-24,3 Phenomenal AI Stocks That Investors Should Load Up On,Yahoo,Nvidias GPUs have built most of the AI technology we experience today.  Broadcoms connectivity switches and XPUs are slated to grow as inference becomes more common.  Artificial intelligence (AI) investing doesnt have to be hard.,1
2025-06-24,"Lyft upgraded, Block assumed: Wall Streets top analyst calls",Yahoo,"Lyft upgraded, Block assumed: Wall Streets top analyst calls",0
2025-06-25,"Broadcom, AMD Lead Chip Stocks Rally Tuesday",Yahoo,"Shares of Advanced Micro Devices, Broadcom, and other semiconductor-related companies surged Tuesday.",1
2025-06-25,"Oil prices & defense stocks fall, Broadcom upgraded to Buy",Yahoo,"Here are stories Wall Street is watching on Tuesday, June 24. Stocks (^DJI, ^GSPC, ^IXIC) are trading higher while oil prices (CL=F) are falling on hopes that tensions between Iran and Israel are cooling. Those hopes are also sending shares of defense stocks lower. Broadcom (AVGO) is trading higher after being upgraded to Buy from Hold at HSBC. Stay up to date on the latest market action, minute-by-minute, with Yahoo Finances Market Minute.",1
2025-06-25,Broadcom’s (AVGO) Trillion-Dollar Comeback Reinforces Bullish Outlook,Yahoo,"Broadcom (AVGO) has rejoined the elite group of trillion-dollar market cap companies, rebounding over 70% since April’s peak in trade-related bearish sentiment. Much of this volatility stemmed from Broadcom’s substantial exposure to China, as a large share of its semiconductor revenue—still more than half of total sales—remains vulnerable to tariffs, unlike its more insulated software segment, including VMware. Broadcom’s stock had already been under pressure as excitement around DeepSeek—a Chin",1
2025-06-25,"Chip stocks are beating software stocks this year, but here’s why both stand to win as AI demand grows",MarketWatch,"Chip stocks are beating software stocks this year, but here’s why both stand to win as AI demand grows",1
2025-06-25,Sector Update: Tech Stocks Climb Late Afternoon,Yahoo,Tech stocks gained late Tuesday afternoon with the Technology Select Sector SPDR Fund (XLK) rising 1,0
2025-06-26,Nvidia stock notches fresh record high in remarkable 2025 turnaround,Yahoo,Nvidia stock hit a new all-time high on Wednesday.,0
2025-06-26,Dont Miss The 2025 AI Wave - Dividend Investors Edition,SeekingAlpha,AIs growth sparks new opportunities! Explore a compelling thesis for dividend investors in this market cycle. Click for my favorite dividend picks now.,0
2025-06-26,"Insiders At Broadcom Sold US$301m In Stock, Alluding To Potential Weakness",Yahoo,"In the last year, many Broadcom Inc. ( NASDAQ:AVGO ) insiders sold a substantial stake in the company which may have...",-1
2025-06-26,Why Super Micro (SMCI) Stock Is Soaring Again,Yahoo,Super Micro Leads AI Stock Surge After Geopolitical Tensions Ease,0
2025-06-27,Micron Sells Out 2025 HBM Supply: Can It Meet Soaring Demand in 2026?,Yahoo,"With MUs HBM supply for 2025 sold out, the spotlight shifts to whether it can scale to meet the soaring demand in 2026.",0
2025-06-27,"Zacks Market Edge Highlights: SEI, MRVL, AVGO, ORCL and PGY",Yahoo,"Zacks names five rising AI stocks beyond NVIDIA, featuring SEI, MRVL, AVGO, ORCL, and PGY, with strong growth potential.",1
2025-06-27,Broadcoms Semiconductor Solutions Accelerate: What Lies Ahead?,Yahoo,"AVGOs AI-fueled chip growth hits $8.4B in Q2, with margins climbing and hyperscale demand boosting momentum.",1
2025-06-27,Corning (NYSE:GLW) Announces US$0.28 Quarterly Dividend Payment,Yahoo,"Corning (NYSE:GLW) has reaffirmed its commitment to shareholders by declaring a quarterly dividend of $0.28 per share, set for payment on September 29, 2025. This announcement aligns with the company’s 10% share price increase over the last quarter. The rise can be viewed in the context of broader market trends, where an overall 12% market uptick in the past year frames Cornings performance. Notably, collaborations with Broadcom and Samsung, as well as a strategic share buyback plan, have...",0
2025-06-28,"GE Vernova Inc. (GEV) Continues To Shine, Says jim Cramer",Yahoo,GE Vernova Inc. (NYSE:GEV) is one of the Jim Cramer Says Trump’s Angry At Everybody & Discusses These 11 Stocks. GE Vernova Inc. (NYSE:GEV) is an American industrial equipment company that has benefited from investor attention due to its ability to manufacture nuclear power generation equipment. Nuclear power has emerged as a source of power […],0
2025-06-29,The Stock-Market Rally Is Moving Beyond Big Tech and Investors Are Thrilled,DowJones,The Stock-Market Rally Is Moving Beyond Big Tech and Investors Are Thrilled,0
2025-06-29,"AVL: Could Be Of Use For Nimble Investors To Gain Exposure To Broadcom, But Carries High Risk",SeekingAlpha,"AVL offers 2x daily exposure to AVGO, ideal for short-term trades on catalysts like earnings, but comes with high risk due to leverage. Learn why AVL ETF is a buy.",0
2025-06-30,Nvidias market dominance leaves it with only one way to go,Yahoo,"Nvidia (NVDA) is dominating the artificial intelligence (AI) chip market, but its lead could shrink as rivals ramp up. Gil Luria, D.A. Davidson head of technology research, joins Market Domination to explain how players like Advanced Micro Devices (AMD), Broadcom (AVGO), and Huawei are positioned to chip away at Nvidias market share. To watch more expert insights and analysis on the latest market action, check out more Market Domination here.",1
2025-06-30,Vietnams Viettel Group Excels at the Prestigious Global Technology Awards,Yahoo,"Recently, Viettel Group, a Vietnam state-owned corporation, won 19 awards at the Globee Awards for Technology 2025, one of the most prestigious international awards in the field of information technology and innovation. Viettels total awards surpass global tech giants such as Amazon, IBM, Meta, Broadcom, Ivanti, Cisco, and more.",0
2025-06-30,"This Dark-Horse AI Stock Has Doubled Since April, and It Still Looks Like a Buy",Yahoo,"Micron delivered another strong round of revenue growth in its fiscal third quarter.  The stock fell modestly as prices fell slightly on a sequential basis.  One stock that still seems undervalued even after doubling since the market dip in April is Micron Technology (NASDAQ: MU), a leading maker of memory chips, including high-bandwidth chips that are used for AI applications.",0
2025-07-01,Stocks Pressured as Bond Yields Climb on Strong US Economic News,Yahoo,"The S&P 500 Index ($SPX ) (SPY ) today is down -0.28%, the Dow Jones Industrials Index ($DOWI ) (DIA ) is up +0.51%, and the Nasdaq 100 Index ($IUXX ) (QQQ ) is down -0.80%. September E-mini S&P futures (ESU25 ) are down -0.28%, and September E-mini Nasdaq futures...",0
